gameid,date,hometeam,awayteam,gamesite
"SLN200404120","040412","HOU","SLN","STL09"
"SLN200404130","040413","HOU","SLN","STL09"
"SLN200404140","040414","HOU","SLN","STL09"
"SLN200404160","040416","COL","SLN","STL09"
"SLN200404170","040417","COL","SLN","STL09"
"SLN200404180","040418","COL","SLN","STL09"
"SLN200404270","040427","PHI","SLN","STL09"
"SLN200404280","040428","PHI","SLN","STL09"
"SLN200404290","040429","PHI","SLN","STL09"
"SLN200404300","040430","CHN","SLN","STL09"
"SLN200405010","040501","CHN","SLN","STL09"
"SLN200405020","040502","CHN","SLN","STL09"
"SLN200405030","040503","CHN","SLN","STL09"
"SLN200405110","040511","ATL","SLN","STL09"
"SLN200405120","040512","ATL","SLN","STL09"
"SLN200405130","040513","ATL","SLN","STL09"
"SLN200405140","040514","FLO","SLN","STL09"
"SLN200405150","040515","FLO","SLN","STL09"
"SLN200405160","040516","FLO","SLN","STL09"
"SLN200405260","040526","PIT","SLN","STL09"
"SLN200405270","040527","PIT","SLN","STL09"
"SLN200406040","040604","HOU","SLN","STL09"
"SLN200406050","040605","HOU","SLN","STL09"
"SLN200406060","040606","HOU","SLN","STL09"
"SLN200406150","040615","OAK","SLN","STL09"
"SLN200406160","040616","OAK","SLN","STL09"
"SLN200406170","040617","OAK","SLN","STL09"
"SLN200406180","040618","CIN","SLN","STL09"
"SLN200406190","040619","CIN","SLN","STL09"
"SLN200406200","040620","CIN","SLN","STL09"
"SLN200406220","040622","CHN","SLN","STL09"
"SLN200406230","040623","CHN","SLN","STL09"
"SLN200406240","040624","CHN","SLN","STL09"
"SLN200407020","040702","SEA","SLN","STL09"
"SLN200407030","040703","SEA","SLN","STL09"
"SLN200407040","040704","SEA","SLN","STL09"
"SLN200407050","040705","CIN","SLN","STL09"
"SLN200407060","040706","CIN","SLN","STL09"
"SLN200407070","040707","CIN","SLN","STL09"
"SLN200407090","040709","CHN","SLN","STL09"
"SLN200407100","040710","CHN","SLN","STL09"
"SLN200407110","040711","CHN","SLN","STL09"
"SLN200407210","040721","MIL","SLN","STL09"
"SLN200407220","040722","MIL","SLN","STL09"
"SLN200407230","040723","SFN","SLN","STL09"
"SLN200407240","040724","SFN","SLN","STL09"
"SLN200407250","040725","SFN","SLN","STL09"
"SLN200408030","040803","MON","SLN","STL09"
"SLN200408040","040804","MON","SLN","STL09"
"SLN200408050","040805","MON","SLN","STL09"
"SLN200408060","040806","NYN","SLN","STL09"
"SLN200408070","040807","NYN","SLN","STL09"
"SLN200408080","040808","NYN","SLN","STL09"
"SLN200408160","040816","CIN","SLN","STL09"
"SLN200408170","040817","CIN","SLN","STL09"
"SLN200408180","040818","CIN","SLN","STL09"
"SLN200408190","040819","PIT","SLN","STL09"
"SLN200408201","040820","PIT","SLN","STL09"
"SLN200408202","040820","PIT","SLN","STL09"
"SLN200408210","040821","PIT","SLN","STL09"
"SLN200408220","040822","PIT","SLN","STL09"
"SLN200408310","040831","SDN","SLN","STL09"
"SLN200409010","040901","SDN","SLN","STL09"
"SLN200409020","040902","SDN","SLN","STL09"
"SLN200409030","040903","LAN","SLN","STL09"
"SLN200409040","040904","LAN","SLN","STL09"
"SLN200409050","040905","LAN","SLN","STL09"
"SLN200409140","040914","HOU","SLN","STL09"
"SLN200409150","040915","HOU","SLN","STL09"
"SLN200409160","040916","HOU","SLN","STL09"
"SLN200409170","040917","ARI","SLN","STL09"
"SLN200409180","040918","ARI","SLN","STL09"
"SLN200409190","040919","ARI","SLN","STL09"
"SLN200409300","040930","MIL","SLN","STL09"
"SLN200410010","041001","MIL","SLN","STL09"
"SLN200410020","041002","MIL","SLN","STL09"
"SLN200410030","041003","MIL","SLN","STL09"
"TBA200403300","040330","NYA","TBA","TOK01"
"TBA200403310","040331","NYA","TBA","TOK01"
"TBA200404060","040406","NYA","TBA","STP01"
"TBA200404070","040407","NYA","TBA","STP01"
"TBA200404090","040409","BAL","TBA","STP01"
"TBA200404100","040410","BAL","TBA","STP01"
"TBA200404110","040411","BAL","TBA","STP01"
"TBA200404160","040416","CHA","TBA","STP01"
"TBA200404170","040417","CHA","TBA","STP01"
"TBA200404180","040418","CHA","TBA","STP01"
"TBA200404300","040430","OAK","TBA","STP01"
"TBA200405010","040501","OAK","TBA","STP01"
"TBA200405020","040502","OAK","TBA","STP01"
"TBA200405110","040511","TEX","TBA","STP01"
"TBA200405120","040512","TEX","TBA","STP01"
"TBA200405130","040513","TEX","TBA","STP01"
"TBA200405180","040518","BOS","TBA","STP01"
"TBA200405190","040519","BOS","TBA","STP01"
"TBA200405200","040520","BOS","TBA","STP01"
"TBA200405210","040521","CLE","TBA","STP01"
"TBA200405220","040522","CLE","TBA","STP01"
"TBA200405230","040523","CLE","TBA","STP01"
"TBA200405250","040525","MIN","TBA","STP01"
"TBA200405260","040526","MIN","TBA","STP01"
"TBA200405270","040527","MIN","TBA","STP01"
"TBA200405280","040528","NYA","TBA","STP01"
"TBA200405290","040529","NYA","TBA","STP01"
"TBA200405300","040530","NYA","TBA","STP01"
"TBA200406080","040608","SFN","TBA","STP01"
"TBA200406090","040609","SFN","TBA","STP01"
"TBA200406100","040610","SFN","TBA","STP01"
"TBA200406110","040611","COL","TBA","STP01"
"TBA200406120","040612","COL","TBA","STP01"
"TBA200406130","040613","COL","TBA","STP01"
"TBA200406250","040625","FLO","TBA","STP01"
"TBA200406260","040626","FLO","TBA","STP01"
"TBA200406270","040627","FLO","TBA","STP01"
"TBA200406280","040628","TOR","TBA","STP01"
"TBA200406290","040629","TOR","TBA","STP01"
"TBA200406300","040630","TOR","TBA","STP01"
"TBA200407010","040701","TOR","TBA","STP01"
"TBA200407150","040715","BAL","TBA","STP01"
"TBA200407160","040716","BAL","TBA","STP01"
"TBA200407170","040717","BAL","TBA","STP01"
"TBA200407180","040718","BAL","TBA","STP01"
"TBA200407190","040719","NYA","TBA","STP01"
"TBA200407200","040720","NYA","TBA","STP01"
"TBA200407270","040727","KCA","TBA","STP01"
"TBA200407280","040728","KCA","TBA","STP01"
"TBA200407290","040729","KCA","TBA","STP01"
"TBA200407300","040730","TOR","TBA","STP01"
"TBA200407310","040731","TOR","TBA","STP01"
"TBA200408010","040801","TOR","TBA","STP01"
"TBA200408020","040802","BOS","TBA","STP01"
"TBA200408030","040803","BOS","TBA","STP01"
"TBA200408040","040804","BOS","TBA","STP01"
"TBA200408050","040805","SEA","TBA","STP01"
"TBA200408060","040806","SEA","TBA","STP01"
"TBA200408070","040807","SEA","TBA","STP01"
"TBA200408080","040808","SEA","TBA","STP01"
"TBA200408170","040817","ANA","TBA","STP01"
"TBA200408180","040818","ANA","TBA","STP01"
"TBA200408190","040819","ANA","TBA","STP01"
"TBA200408200","040820","OAK","TBA","STP01"
"TBA200408210","040821","OAK","TBA","STP01"
"TBA200408220","040822","OAK","TBA","STP01"
"TBA200408310","040831","BAL","TBA","STP01"
"TBA200409010","040901","BAL","TBA","STP01"
"TBA200409020","040902","BAL","TBA","STP01"
"TBA200409030","040903","DET","TBA","STP01"
"TBA200409200","040920","KCA","TBA","STP01"
"TBA200409210","040921","KCA","TBA","STP01"
"TBA200409220","040922","KCA","TBA","STP01"
"TBA200409240","040924","TOR","TBA","STP01"
"TBA200409250","040925","TOR","TBA","STP01"
"TBA200409270","040927","BOS","TBA","STP01"
"TBA200409280","040928","BOS","TBA","STP01"
"TBA200409290","040929","BOS","TBA","STP01"
"TBA200409301","040930","DET","TBA","STP01"
"TBA200409302","040930","DET","TBA","STP01"
"TEX200404090","040409","ANA","TEX","ARL02"
"TEX200404100","040410","ANA","TEX","ARL02"
"TEX200404110","040411","ANA","TEX","ARL02"
"TEX200404120","040412","ANA","TEX","ARL02"
"TEX200404130","040413","OAK","TEX","ARL02"
"TEX200404140","040414","OAK","TEX","ARL02"
"TEX200404150","040415","OAK","TEX","ARL02"
"TEX200404230","040423","SEA","TEX","ARL02"
"TEX200404240","040424","SEA","TEX","ARL02"
"TEX200404250","040425","SEA","TEX","ARL02"
"TEX200405011","040501","BOS","TEX","ARL02"
"TEX200405012","040501","BOS","TEX","ARL02"
"TEX200405020","040502","BOS","TEX","ARL02"
"TEX200405030","040503","TBA","TEX","ARL02"
"TEX200405040","040504","TBA","TEX","ARL02"
"TEX200405050","040505","TBA","TEX","ARL02"
"TEX200405070","040507","DET","TEX","ARL02"
"TEX200405080","040508","DET","TEX","ARL02"
"TEX200405090","040509","DET","TEX","ARL02"
"TEX200405180","040518","KCA","TEX","ARL02"
"TEX200405190","040519","KCA","TEX","ARL02"
"TEX200405200","040520","KCA","TEX","ARL02"
"TEX200405210","040521","NYA","TEX","ARL02"
"TEX200405220","040522","NYA","TEX","ARL02"
"TEX200405230","040523","NYA","TEX","ARL02"
"TEX200406070","040607","PIT","TEX","ARL02"
"TEX200406101","040610","PIT","TEX","ARL02"
"TEX200406102","040610","PIT","TEX","ARL02"
"TEX200406110","040611","SLN","TEX","ARL02"
"TEX200406120","040612","SLN","TEX","ARL02"
"TEX200406130","040613","SLN","TEX","ARL02"
"TEX200406220","040622","SEA","TEX","ARL02"
"TEX200406230","040623","SEA","TEX","ARL02"
"TEX200406240","040624","SEA","TEX","ARL02"
"TEX200406250","040625","HOU","TEX","ARL02"
"TEX200406260","040626","HOU","TEX","ARL02"
"TEX200406270","040627","HOU","TEX","ARL02"
"TEX200407160","040716","TOR","TEX","ARL02"
"TEX200407170","040717","TOR","TEX","ARL02"
"TEX200407180","040718","TOR","TEX","ARL02"
"TEX200407190","040719","CHA","TEX","ARL02"
"TEX200407200","040720","CHA","TEX","ARL02"
"TEX200407210","040721","ANA","TEX","ARL02"
"TEX200407220","040722","ANA","TEX","ARL02"
"TEX200407290","040729","OAK","TEX","ARL02"
"TEX200407300","040730","OAK","TEX","ARL02"
"TEX200407310","040731","OAK","TEX","ARL02"
"TEX200408010","040801","OAK","TEX","ARL02"
"TEX200408100","040810","NYA","TEX","ARL02"
"TEX200408110","040811","NYA","TEX","ARL02"
"TEX200408120","040812","NYA","TEX","ARL02"
"TEX200408130","040813","TBA","TEX","ARL02"
"TEX200408140","040814","TBA","TEX","ARL02"
"TEX200408150","040815","TBA","TEX","ARL02"
"TEX200408160","040816","CLE","TEX","ARL02"
"TEX200408170","040817","CLE","TEX","ARL02"
"TEX200408180","040818","CLE","TEX","ARL02"
"TEX200408230","040823","MIN","TEX","ARL02"
"TEX200408240","040824","MIN","TEX","ARL02"
"TEX200408250","040825","MIN","TEX","ARL02"
"TEX200408260","040826","MIN","TEX","ARL02"
"TEX200408270","040827","BAL","TEX","ARL02"
"TEX200408280","040828","BAL","TEX","ARL02"
"TEX200408290","040829","BAL","TEX","ARL02"
"TEX200409060","040906","CHA","TEX","ARL02"
"TEX200409070","040907","CHA","TEX","ARL02"
"TEX200409080","040908","CHA","TEX","ARL02"
"TEX200409090","040909","CHA","TEX","ARL02"
"TEX200409100","040910","TOR","TEX","ARL02"
"TEX200409110","040911","TOR","TEX","ARL02"
"TEX200409120","040912","TOR","TEX","ARL02"
"TEX200409210","040921","OAK","TEX","ARL02"
"TEX200409220","040922","OAK","TEX","ARL02"
"TEX200409230","040923","OAK","TEX","ARL02"
"TEX200409240","040924","SEA","TEX","ARL02"
"TEX200409250","040925","SEA","TEX","ARL02"
"TEX200409260","040926","SEA","TEX","ARL02"
"TEX200409270","040927","ANA","TEX","ARL02"
"TEX200409280","040928","ANA","TEX","ARL02"
"TEX200409290","040929","ANA","TEX","ARL02"
"TEX200409300","040930","ANA","TEX","ARL02"
"TOR200404050","040405","DET","TOR","TOR02"
"TOR200404060","040406","DET","TOR","TOR02"
"TOR200404070","040407","DET","TOR","TOR02"
"TOR200404160","040416","BAL","TOR","TOR02"
"TOR200404170","040417","BAL","TOR","TOR02"
"TOR200404180","040418","BAL","TOR","TOR02"
"TOR200404200","040420","BOS","TOR","TOR02"
"TOR200404210","040421","BOS","TOR","TOR02"
"TOR200404220","040422","BOS","TOR","TOR02"
"TOR200405030","040503","KCA","TOR","TOR02"
"TOR200405040","040504","KCA","TOR","TOR02"
"TOR200405050","040505","KCA","TOR","TOR02"
"TOR200405070","040507","CHA","TOR","TOR02"
"TOR200405080","040508","CHA","TOR","TOR02"
"TOR200405090","040509","CHA","TOR","TOR02"
"TOR200405130","040513","BOS","TOR","TOR02"
"TOR200405140","040514","BOS","TOR","TOR02"
"TOR200405150","040515","BOS","TOR","TOR02"
"TOR200405160","040516","BOS","TOR","TOR02"
"TOR200405170","040517","MIN","TOR","TOR02"
"TOR200405180","040518","MIN","TOR","TOR02"
"TOR200405190","040519","MIN","TOR","TOR02"
"TOR200405240","040524","ANA","TOR","TOR02"
"TOR200405260","040526","ANA","TOR","TOR02"
"TOR200405270","040527","ANA","TOR","TOR02"
"TOR200405280","040528","TEX","TOR","TOR02"
"TOR200405290","040529","TEX","TOR","TOR02"
"TOR200405300","040530","TEX","TOR","TOR02"
"TOR200406080","040608","LAN","TOR","TOR02"
"TOR200406090","040609","LAN","TOR","TOR02"
"TOR200406100","040610","LAN","TOR","TOR02"
"TOR200406110","040611","ARI","TOR","TOR02"
"TOR200406120","040612","ARI","TOR","TOR02"
"TOR200406130","040613","ARI","TOR","TOR02"
"TOR200406220","040622","TBA","TOR","TOR02"
"TOR200406230","040623","TBA","TOR","TOR02"
"TOR200406240","040624","TBA","TOR","TOR02"
"TOR200406250","040625","MON","TOR","TOR02"
"TOR200406260","040626","MON","TOR","TOR02"
"TOR200406270","040627","MON","TOR","TOR02"
"TOR200407060","040706","SEA","TOR","TOR02"
"TOR200407070","040707","SEA","TOR","TOR02"
"TOR200407080","040708","SEA","TOR","TOR02"
"TOR200407090","040709","ANA","TOR","TOR02"
"TOR200407100","040710","ANA","TOR","TOR02"
"TOR200407110","040711","ANA","TOR","TOR02"
"TOR200407230","040723","TBA","TOR","TOR02"
"TOR200407240","040724","TBA","TOR","TOR02"
"TOR200407250","040725","TBA","TOR","TOR02"
"TOR200407260","040726","NYA","TOR","TOR02"
"TOR200407270","040727","NYA","TOR","TOR02"
"TOR200407280","040728","NYA","TOR","TOR02"
"TOR200408020","040802","CLE","TOR","TOR02"
"TOR200408030","040803","CLE","TOR","TOR02"
"TOR200408040","040804","CLE","TOR","TOR02"
"TOR200408050","040805","CLE","TOR","TOR02"
"TOR200408130","040813","BAL","TOR","TOR02"
"TOR200408140","040814","BAL","TOR","TOR02"
"TOR200408150","040815","BAL","TOR","TOR02"
"TOR200408230","040823","BOS","TOR","TOR02"
"TOR200408240","040824","BOS","TOR","TOR02"
"TOR200408250","040825","BOS","TOR","TOR02"
"TOR200408260","040826","NYA","TOR","TOR02"
"TOR200408270","040827","NYA","TOR","TOR02"
"TOR200408280","040828","NYA","TOR","TOR02"
"TOR200408290","040829","NYA","TOR","TOR02"
"TOR200408310","040831","SEA","TOR","TOR02"
"TOR200409010","040901","SEA","TOR","TOR02"
"TOR200409020","040902","SEA","TOR","TOR02"
"TOR200409030","040903","OAK","TOR","TOR02"
"TOR200409040","040904","OAK","TOR","TOR02"
"TOR200409050","040905","OAK","TOR","TOR02"
"TOR200409130","040913","BAL","TOR","TOR02"
"TOR200409150","040915","BAL","TOR","TOR02"
"TOR200409160","040916","BAL","TOR","TOR02"
"TOR200409170","040917","TBA","TOR","TOR02"
"TOR200409180","040918","TBA","TOR","TOR02"
"TOR200409190","040919","TBA","TOR","TOR02"
"TOR200410010","041001","NYA","TOR","TOR02"
"TOR200410020","041002","NYA","TOR","TOR02"
"TOR200410030","041003","NYA","TOR","TOR02"
