gameid,date,hometeam,awayteam,gamesite
"NYN200405040","040504","SFN","NYN","NYC17"
"NYN200405050","040505","SFN","NYN","NYC17"
"NYN200405060","040506","SFN","NYN","NYC17"
"NYN200405070","040507","MIL","NYN","NYC17"
"NYN200405080","040508","MIL","NYN","NYC17"
"NYN200405090","040509","MIL","NYN","NYC17"
"NYN200405180","040518","SLN","NYN","NYC17"
"NYN200405190","040519","SLN","NYN","NYC17"
"NYN200405200","040520","SLN","NYN","NYC17"
"NYN200405210","040521","COL","NYN","NYC17"
"NYN200405220","040522","COL","NYN","NYC17"
"NYN200405230","040523","COL","NYN","NYC17"
"NYN200405250","040525","PHI","NYN","NYC17"
"NYN200405260","040526","PHI","NYN","NYC17"
"NYN200406030","040603","FLO","NYN","NYC17"
"NYN200406040","040604","FLO","NYN","NYC17"
"NYN200406050","040605","FLO","NYN","NYC17"
"NYN200406060","040606","FLO","NYN","NYC17"
"NYN200406150","040615","CLE","NYN","NYC17"
"NYN200406160","040616","CLE","NYN","NYC17"
"NYN200406170","040617","CLE","NYN","NYC17"
"NYN200406180","040618","DET","NYN","NYC17"
"NYN200406190","040619","DET","NYN","NYC17"
"NYN200406200","040620","DET","NYN","NYC17"
"NYN200406220","040622","CIN","NYN","NYC17"
"NYN200406230","040623","CIN","NYN","NYC17"
"NYN200406240","040624","CIN","NYN","NYC17"
"NYN200407020","040702","NYA","NYN","NYC17"
"NYN200407030","040703","NYA","NYN","NYC17"
"NYN200407040","040704","NYA","NYN","NYC17"
"NYN200407150","040715","PHI","NYN","NYC17"
"NYN200407160","040716","PHI","NYN","NYC17"
"NYN200407170","040717","PHI","NYN","NYC17"
"NYN200407180","040718","PHI","NYN","NYC17"
"NYN200407190","040719","FLO","NYN","NYC17"
"NYN200407200","040720","FLO","NYN","NYC17"
"NYN200407210","040721","MON","NYN","NYC17"
"NYN200407220","040722","MON","NYN","NYC17"
"NYN200407240","040724","ATL","NYN","NYC17"
"NYN200407250","040725","ATL","NYN","NYC17"
"NYN200408100","040810","HOU","NYN","NYC17"
"NYN200408110","040811","HOU","NYN","NYC17"
"NYN200408120","040812","HOU","NYN","NYC17"
"NYN200408130","040813","ARI","NYN","NYC17"
"NYN200408140","040814","ARI","NYN","NYC17"
"NYN200408150","040815","ARI","NYN","NYC17"
"NYN200408230","040823","SDN","NYN","NYC17"
"NYN200408240","040824","SDN","NYN","NYC17"
"NYN200408250","040825","SDN","NYN","NYC17"
"NYN200408260","040826","SDN","NYN","NYC17"
"NYN200408270","040827","LAN","NYN","NYC17"
"NYN200408280","040828","LAN","NYN","NYC17"
"NYN200408290","040829","LAN","NYN","NYC17"
"NYN200408300","040830","FLO","NYN","NYC17"
"NYN200408310","040831","FLO","NYN","NYC17"
"NYN200409010","040901","FLO","NYN","NYC17"
"NYN200409020","040902","FLO","NYN","NYC17"
"NYN200409100","040910","PHI","NYN","NYC17"
"NYN200409110","040911","PHI","NYN","NYC17"
"NYN200409120","040912","PHI","NYN","NYC17"
"NYN200409131","040913","ATL","NYN","NYC17"
"NYN200409132","040913","ATL","NYN","NYC17"
"NYN200409140","040914","ATL","NYN","NYC17"
"NYN200409150","040915","ATL","NYN","NYC17"
"NYN200409160","040916","ATL","NYN","NYC17"
"NYN200409240","040924","CHN","NYN","NYC17"
"NYN200409250","040925","CHN","NYN","NYC17"
"NYN200409260","040926","CHN","NYN","NYC17"
"NYN200410010","041001","MON","NYN","NYC17"
"NYN200410020","041002","MON","NYN","NYC17"
"NYN200410030","041003","MON","NYN","NYC17"
"OAK200404050","040405","TEX","OAK","OAK01"
"OAK200404060","040406","TEX","OAK","OAK01"
"OAK200404070","040407","TEX","OAK","OAK01"
"OAK200404090","040409","SEA","OAK","OAK01"
"OAK200404100","040410","SEA","OAK","OAK01"
"OAK200404110","040411","SEA","OAK","OAK01"
"OAK200404230","040423","ANA","OAK","OAK01"
"OAK200404240","040424","ANA","OAK","OAK01"
"OAK200404250","040425","ANA","OAK","OAK01"
"OAK200405040","040504","NYA","OAK","OAK01"
"OAK200405050","040505","NYA","OAK","OAK01"
"OAK200405060","040506","NYA","OAK","OAK01"
"OAK200405070","040507","MIN","OAK","OAK01"
"OAK200405080","040508","MIN","OAK","OAK01"
"OAK200405090","040509","MIN","OAK","OAK01"
"OAK200405180","040518","DET","OAK","OAK01"
"OAK200405190","040519","DET","OAK","OAK01"
"OAK200405200","040520","DET","OAK","OAK01"
"OAK200405210","040521","KCA","OAK","OAK01"
"OAK200405220","040522","KCA","OAK","OAK01"
"OAK200405230","040523","KCA","OAK","OAK01"
"OAK200406010","040601","CHA","OAK","OAK01"
"OAK200406020","040602","CHA","OAK","OAK01"
"OAK200406030","040603","TOR","OAK","OAK01"
"OAK200406040","040604","TOR","OAK","OAK01"
"OAK200406050","040605","TOR","OAK","OAK01"
"OAK200406060","040606","TOR","OAK","OAK01"
"OAK200406070","040607","CIN","OAK","OAK01"
"OAK200406080","040608","CIN","OAK","OAK01"
"OAK200406090","040609","CIN","OAK","OAK01"
"OAK200406110","040611","PIT","OAK","OAK01"
"OAK200406120","040612","PIT","OAK","OAK01"
"OAK200406130","040613","PIT","OAK","OAK01"
"OAK200406250","040625","SFN","OAK","OAK01"
"OAK200406260","040626","SFN","OAK","OAK01"
"OAK200406270","040627","SFN","OAK","OAK01"
"OAK200406290","040629","ANA","OAK","OAK01"
"OAK200406300","040630","ANA","OAK","OAK01"
"OAK200407010","040701","ANA","OAK","OAK01"
"OAK200407150","040715","CHA","OAK","OAK01"
"OAK200407160","040716","CHA","OAK","OAK01"
"OAK200407170","040717","CHA","OAK","OAK01"
"OAK200407180","040718","CHA","OAK","OAK01"
"OAK200407190","040719","TOR","OAK","OAK01"
"OAK200407200","040720","TOR","OAK","OAK01"
"OAK200407230","040723","TEX","OAK","OAK01"
"OAK200407240","040724","TEX","OAK","OAK01"
"OAK200407250","040725","TEX","OAK","OAK01"
"OAK200407260","040726","SEA","OAK","OAK01"
"OAK200407270","040727","SEA","OAK","OAK01"
"OAK200407280","040728","SEA","OAK","OAK01"
"OAK200408100","040810","DET","OAK","OAK01"
"OAK200408110","040811","DET","OAK","OAK01"
"OAK200408120","040812","DET","OAK","OAK01"
"OAK200408130","040813","KCA","OAK","OAK01"
"OAK200408140","040814","KCA","OAK","OAK01"
"OAK200408150","040815","KCA","OAK","OAK01"
"OAK200408230","040823","BAL","OAK","OAK01"
"OAK200408240","040824","BAL","OAK","OAK01"
"OAK200408250","040825","BAL","OAK","OAK01"
"OAK200408260","040826","BAL","OAK","OAK01"
"OAK200408270","040827","TBA","OAK","OAK01"
"OAK200408280","040828","TBA","OAK","OAK01"
"OAK200408290","040829","TBA","OAK","OAK01"
"OAK200409060","040906","BOS","OAK","OAK01"
"OAK200409070","040907","BOS","OAK","OAK01"
"OAK200409080","040908","BOS","OAK","OAK01"
"OAK200409100","040910","CLE","OAK","OAK01"
"OAK200409110","040911","CLE","OAK","OAK01"
"OAK200409120","040912","CLE","OAK","OAK01"
"OAK200409130","040913","TEX","OAK","OAK01"
"OAK200409140","040914","TEX","OAK","OAK01"
"OAK200409150","040915","TEX","OAK","OAK01"
"OAK200409160","040916","TEX","OAK","OAK01"
"OAK200409270","040927","SEA","OAK","OAK01"
"OAK200409280","040928","SEA","OAK","OAK01"
"OAK200409290","040929","SEA","OAK","OAK01"
"OAK200409300","040930","SEA","OAK","OAK01"
"OAK200410010","041001","ANA","OAK","OAK01"
"OAK200410020","041002","ANA","OAK","OAK01"
"OAK200410030","041003","ANA","OAK","OAK01"
"PHI200404120","040412","CIN","PHI","PHI13"
"PHI200404150","040415","CIN","PHI","PHI13"
"PHI200404160","040416","MON","PHI","PHI13"
"PHI200404170","040417","MON","PHI","PHI13"
"PHI200404180","040418","MON","PHI","PHI13"
"PHI200404200","040420","FLO","PHI","PHI13"
"PHI200404210","040421","FLO","PHI","PHI13"
"PHI200404220","040422","FLO","PHI","PHI13"
"PHI200404300","040430","ARI","PHI","PHI13"
"PHI200405010","040501","ARI","PHI","PHI13"
"PHI200405020","040502","ARI","PHI","PHI13"
"PHI200405040","040504","SLN","PHI","PHI13"
"PHI200405050","040505","SLN","PHI","PHI13"
"PHI200405060","040506","SLN","PHI","PHI13"
"PHI200405180","040518","LAN","PHI","PHI13"
"PHI200405190","040519","LAN","PHI","PHI13"
"PHI200405200","040520","LAN","PHI","PHI13"
"PHI200405210","040521","SDN","PHI","PHI13"
"PHI200405220","040522","SDN","PHI","PHI13"
"PHI200405230","040523","SDN","PHI","PHI13"
"PHI200405270","040527","ATL","PHI","PHI13"
"PHI200405280","040528","ATL","PHI","PHI13"
"PHI200405290","040529","ATL","PHI","PHI13"
"PHI200405300","040530","ATL","PHI","PHI13"
"PHI200405310","040531","NYN","PHI","PHI13"
"PHI200406010","040601","NYN","PHI","PHI13"
"PHI200406020","040602","NYN","PHI","PHI13"
"PHI200406140","040614","CIN","PHI","PHI13"
"PHI200406150","040615","DET","PHI","PHI13"
"PHI200406171","040617","DET","PHI","PHI13"
"PHI200406172","040617","DET","PHI","PHI13"
"PHI200406180","040618","KCA","PHI","PHI13"
"PHI200406190","040619","KCA","PHI","PHI13"
"PHI200406200","040620","KCA","PHI","PHI13"
"PHI200406280","040628","MON","PHI","PHI13"
"PHI200406290","040629","MON","PHI","PHI13"
"PHI200406300","040630","MON","PHI","PHI13"
"PHI200407010","040701","MON","PHI","PHI13"
"PHI200407020","040702","BAL","PHI","PHI13"
"PHI200407030","040703","BAL","PHI","PHI13"
"PHI200407040","040704","BAL","PHI","PHI13"
"PHI200407050","040705","NYN","PHI","PHI13"
"PHI200407060","040706","NYN","PHI","PHI13"
"PHI200407070","040707","NYN","PHI","PHI13"
"PHI200407080","040708","NYN","PHI","PHI13"
"PHI200407090","040709","ATL","PHI","PHI13"
"PHI200407100","040710","ATL","PHI","PHI13"
"PHI200407110","040711","ATL","PHI","PHI13"
"PHI200407210","040721","FLO","PHI","PHI13"
"PHI200407220","040722","FLO","PHI","PHI13"
"PHI200407230","040723","CHN","PHI","PHI13"
"PHI200407240","040724","CHN","PHI","PHI13"
"PHI200407250","040725","CHN","PHI","PHI13"
"PHI200408090","040809","COL","PHI","PHI13"
"PHI200408100","040810","COL","PHI","PHI13"
"PHI200408110","040811","COL","PHI","PHI13"
"PHI200408120","040812","COL","PHI","PHI13"
"PHI200408130","040813","SFN","PHI","PHI13"
"PHI200408140","040814","SFN","PHI","PHI13"
"PHI200408150","040815","SFN","PHI","PHI13"
"PHI200408170","040817","HOU","PHI","PHI13"
"PHI200408180","040818","HOU","PHI","PHI13"
"PHI200408190","040819","HOU","PHI","PHI13"
"PHI200408270","040827","MIL","PHI","PHI13"
"PHI200408280","040828","MIL","PHI","PHI13"
"PHI200408290","040829","MIL","PHI","PHI13"
"PHI200408310","040831","ATL","PHI","PHI13"
"PHI200409010","040901","ATL","PHI","PHI13"
"PHI200409030","040903","NYN","PHI","PHI13"
"PHI200409040","040904","NYN","PHI","PHI13"
"PHI200409050","040905","NYN","PHI","PHI13"
"PHI200409170","040917","MON","PHI","PHI13"
"PHI200409180","040918","MON","PHI","PHI13"
"PHI200409190","040919","MON","PHI","PHI13"
"PHI200409270","040927","PIT","PHI","PHI13"
"PHI200409291","040929","PIT","PHI","PHI13"
"PHI200409292","040929","PIT","PHI","PHI13"
"PHI200409300","040930","FLO","PHI","PHI13"
"PHI200410010","041001","FLO","PHI","PHI13"
"PHI200410020","041002","FLO","PHI","PHI13"
"PHI200410030","041003","FLO","PHI","PHI13"
"PIT200404050","040405","PHI","PIT","PIT08"
"PIT200404070","040407","PHI","PIT","PIT08"
"PIT200404080","040408","PHI","PIT","PIT08"
"PIT200404200","040420","CHN","PIT","PIT08"
"PIT200404210","040421","CHN","PIT","PIT08"
"PIT200404230","040423","CIN","PIT","PIT08"
"PIT200404240","040424","CIN","PIT","PIT08"
"PIT200404250","040425","CIN","PIT","PIT08"
"PIT200404260","040426","CIN","PIT","PIT08"
"PIT200404280","040428","HOU","PIT","PIT08"
"PIT200404290","040429","HOU","PIT","PIT08"
"PIT200405070","040507","LAN","PIT","PIT08"
"PIT200405080","040508","LAN","PIT","PIT08"
"PIT200405090","040509","LAN","PIT","PIT08"
"PIT200405191","040519","SDN","PIT","PIT08"
"PIT200405192","040519","SDN","PIT","PIT08"
"PIT200405200","040520","SDN","PIT","PIT08"
"PIT200405220","040522","MIL","PIT","PIT08"
"PIT200405230","040523","MIL","PIT","PIT08"
"PIT200405281","040528","CHN","PIT","PIT08"
"PIT200405282","040528","CHN","PIT","PIT08"
"PIT200405290","040529","CHN","PIT","PIT08"
"PIT200405300","040530","CHN","PIT","PIT08"
"PIT200405310","040531","SLN","PIT","PIT08"
"PIT200406010","040601","SLN","PIT","PIT08"
"PIT200406020","040602","SLN","PIT","PIT08"
"PIT200406030","040603","SLN","PIT","PIT08"
"PIT200406150","040615","ANA","PIT","PIT08"
"PIT200406160","040616","ANA","PIT","PIT08"
"PIT200406170","040617","ANA","PIT","PIT08"
"PIT200406180","040618","SEA","PIT","PIT08"
"PIT200406190","040619","SEA","PIT","PIT08"
"PIT200406200","040620","SEA","PIT","PIT08"
"PIT200406280","040628","SLN","PIT","PIT08"
"PIT200406290","040629","SLN","PIT","PIT08"
"PIT200406300","040630","SLN","PIT","PIT08"
"PIT200407021","040702","MIL","PIT","PIT08"
"PIT200407022","040702","MIL","PIT","PIT08"
"PIT200407030","040703","MIL","PIT","PIT08"
"PIT200407040","040704","MIL","PIT","PIT08"
"PIT200407160","040716","FLO","PIT","PIT08"
"PIT200407170","040717","FLO","PIT","PIT08"
"PIT200407180","040718","FLO","PIT","PIT08"
"PIT200407190","040719","MON","PIT","PIT08"
"PIT200407200","040720","MON","PIT","PIT08"
"PIT200407230","040723","CIN","PIT","PIT08"
"PIT200407240","040724","CIN","PIT","PIT08"
"PIT200407250","040725","CIN","PIT","PIT08"
"PIT200407260","040726","ATL","PIT","PIT08"
"PIT200407270","040727","ATL","PIT","PIT08"
"PIT200407280","040728","ATL","PIT","PIT08"
"PIT200407290","040729","ATL","PIT","PIT08"
"PIT200408100","040810","SFN","PIT","PIT08"
"PIT200408110","040811","SFN","PIT","PIT08"
"PIT200408120","040812","SFN","PIT","PIT08"
"PIT200408130","040813","COL","PIT","PIT08"
"PIT200408140","040814","COL","PIT","PIT08"
"PIT200408150","040815","COL","PIT","PIT08"
"PIT200408230","040823","ARI","PIT","PIT08"
"PIT200408240","040824","ARI","PIT","PIT08"
"PIT200408250","040825","ARI","PIT","PIT08"
"PIT200408270","040827","SLN","PIT","PIT08"
"PIT200408280","040828","SLN","PIT","PIT08"
"PIT200408290","040829","SLN","PIT","PIT08"
"PIT200409060","040906","MIL","PIT","PIT08"
"PIT200409070","040907","MIL","PIT","PIT08"
"PIT200409091","040909","HOU","PIT","PIT08"
"PIT200409092","040909","HOU","PIT","PIT08"
"PIT200409100","040910","HOU","PIT","PIT08"
"PIT200409110","040911","HOU","PIT","PIT08"
"PIT200409120","040912","HOU","PIT","PIT08"
"PIT200409180","040918","NYN","PIT","PIT08"
"PIT200409191","040919","NYN","PIT","PIT08"
"PIT200409192","040919","NYN","PIT","PIT08"
"PIT200409210","040921","CHN","PIT","PIT08"
"PIT200409220","040922","CHN","PIT","PIT08"
"PIT200409230","040923","CHN","PIT","PIT08"
"PIT200409240","040924","CIN","PIT","PIT08"
"PIT200409250","040925","CIN","PIT","PIT08"
"PIT200409260","040926","CIN","PIT","PIT08"
"SDN200404080","040408","SFN","SDN","SAN02"
"SDN200404100","040410","SFN","SDN","SAN02"
"SDN200404110","040411","SFN","SDN","SAN02"
"SDN200404130","040413","LAN","SDN","SAN02"
"SDN200404140","040414","LAN","SDN","SAN02"
"SDN200404150","040415","LAN","SDN","SAN02"
"SDN200404160","040416","ARI","SDN","SAN02"
"SDN200404170","040417","ARI","SDN","SAN02"
"SDN200404180","040418","ARI","SDN","SAN02"
"SDN200404260","040426","MON","SDN","SAN02"
"SDN200404270","040427","MON","SDN","SAN02"
"SDN200404280","040428","MON","SDN","SAN02"
"SDN200404290","040429","MON","SDN","SAN02"
"SDN200404300","040430","NYN","SDN","SAN02"
"SDN200405010","040501","NYN","SDN","SAN02"
"SDN200405020","040502","NYN","SDN","SAN02"
"SDN200405110","040511","CIN","SDN","SAN02"
"SDN200405120","040512","CIN","SDN","SAN02"
"SDN200405130","040513","CIN","SDN","SAN02"
"SDN200405140","040514","CHN","SDN","SAN02"
"SDN200405150","040515","CHN","SDN","SAN02"
"SDN200405160","040516","CHN","SDN","SAN02"
"SDN200405310","040531","COL","SDN","SAN02"
"SDN200406010","040601","COL","SDN","SAN02"
"SDN200406020","040602","COL","SDN","SAN02"
"SDN200406040","040604","MIL","SDN","SAN02"
"SDN200406050","040605","MIL","SDN","SAN02"
"SDN200406060","040606","MIL","SDN","SAN02"
"SDN200406150","040615","TBA","SDN","SAN02"
"SDN200406160","040616","TBA","SDN","SAN02"
"SDN200406170","040617","TBA","SDN","SAN02"
"SDN200406180","040618","TOR","SDN","SAN02"
"SDN200406190","040619","TOR","SDN","SAN02"
"SDN200406200","040620","TOR","SDN","SAN02"
"SDN200406210","040621","ARI","SDN","SAN02"
"SDN200406220","040622","ARI","SDN","SAN02"
"SDN200406230","040623","ARI","SDN","SAN02"
"SDN200407020","040702","KCA","SDN","SAN02"
"SDN200407030","040703","KCA","SDN","SAN02"
"SDN200407040","040704","KCA","SDN","SAN02"
"SDN200407050","040705","HOU","SDN","SAN02"
"SDN200407060","040706","HOU","SDN","SAN02"
"SDN200407070","040707","HOU","SDN","SAN02"
"SDN200407080","040708","COL","SDN","SAN02"
"SDN200407090","040709","COL","SDN","SAN02"
"SDN200407100","040710","COL","SDN","SAN02"
"SDN200407110","040711","COL","SDN","SAN02"
"SDN200407260","040726","SFN","SDN","SAN02"
"SDN200407270","040727","SFN","SDN","SAN02"
"SDN200407280","040728","SFN","SDN","SAN02"
"SDN200407290","040729","SFN","SDN","SAN02"
"SDN200407300","040730","LAN","SDN","SAN02"
"SDN200407310","040731","LAN","SDN","SAN02"
"SDN200408010","040801","LAN","SDN","SAN02"
"SDN200408030","040803","PHI","SDN","SAN02"
"SDN200408040","040804","PHI","SDN","SAN02"
"SDN200408050","040805","PHI","SDN","SAN02"
"SDN200408060","040806","PIT","SDN","SAN02"
"SDN200408070","040807","PIT","SDN","SAN02"
"SDN200408080","040808","PIT","SDN","SAN02"
"SDN200408160","040816","ATL","SDN","SAN02"
"SDN200408170","040817","ATL","SDN","SAN02"
"SDN200408180","040818","ATL","SDN","SAN02"
"SDN200408200","040820","FLO","SDN","SAN02"
"SDN200408210","040821","FLO","SDN","SAN02"
"SDN200408220","040822","FLO","SDN","SAN02"
"SDN200409030","040903","COL","SDN","SAN02"
"SDN200409040","040904","COL","SDN","SAN02"
"SDN200409050","040905","COL","SDN","SAN02"
"SDN200409060","040906","SLN","SDN","SAN02"
"SDN200409070","040907","SLN","SDN","SAN02"
"SDN200409080","040908","SLN","SDN","SAN02"
"SDN200409210","040921","LAN","SDN","SAN02"
"SDN200409220","040922","LAN","SDN","SAN02"
"SDN200409230","040923","LAN","SDN","SAN02"
"SDN200409240","040924","ARI","SDN","SAN02"
"SDN200409250","040925","ARI","SDN","SAN02"
"SDN200409260","040926","ARI","SDN","SAN02"
"SDN200409280","040928","SFN","SDN","SAN02"
"SDN200409290","040929","SFN","SDN","SAN02"
"SDN200409300","040930","SFN","SDN","SAN02"
"SEA200404060","040406","ANA","SEA","SEA03"
"SEA200404070","040407","ANA","SEA","SEA03"
"SEA200404080","040408","ANA","SEA","SEA03"
"SEA200404160","040416","TEX","SEA","SEA03"
"SEA200404170","040417","TEX","SEA","SEA03"
"SEA200404180","040418","TEX","SEA","SEA03"
"SEA200404190","040419","OAK","SEA","SEA03"
"SEA200404200","040420","OAK","SEA","SEA03"
"SEA200404210","040421","OAK","SEA","SEA03"
"SEA200404220","040422","OAK","SEA","SEA03"
"SEA200405040","040504","MIN","SEA","SEA03"
"SEA200405050","040505","MIN","SEA","SEA03"
"SEA200405060","040506","MIN","SEA","SEA03"
"SEA200405070","040507","NYA","SEA","SEA03"
"SEA200405080","040508","NYA","SEA","SEA03"
"SEA200405090","040509","NYA","SEA","SEA03"
"SEA200405180","040518","BAL","SEA","SEA03"
"SEA200405190","040519","BAL","SEA","SEA03"
"SEA200405200","040520","BAL","SEA","SEA03"
"SEA200405210","040521","DET","SEA","SEA03"
"SEA200405220","040522","DET","SEA","SEA03"
"SEA200405230","040523","DET","SEA","SEA03"
"SEA200405310","040531","TOR","SEA","SEA03"
"SEA200406010","040601","TOR","SEA","SEA03"
"SEA200406020","040602","TOR","SEA","SEA03"
"SEA200406040","040604","CHA","SEA","SEA03"
"SEA200406050","040605","CHA","SEA","SEA03"
"SEA200406060","040606","CHA","SEA","SEA03"
"SEA200406070","040607","HOU","SEA","SEA03"
"SEA200406080","040608","HOU","SEA","SEA03"
"SEA200406090","040609","HOU","SEA","SEA03"
"SEA200406110","040611","MON","SEA","SEA03"
"SEA200406120","040612","MON","SEA","SEA03"
"SEA200406130","040613","MON","SEA","SEA03"
"SEA200406250","040625","SDN","SEA","SEA03"
"SEA200406260","040626","SDN","SEA","SEA03"
"SEA200406270","040627","SDN","SEA","SEA03"
"SEA200406280","040628","TEX","SEA","SEA03"
"SEA200406290","040629","TEX","SEA","SEA03"
"SEA200406300","040630","TEX","SEA","SEA03"
"SEA200407010","040701","TEX","SEA","SEA03"
"SEA200407150","040715","CLE","SEA","SEA03"
"SEA200407160","040716","CLE","SEA","SEA03"
"SEA200407170","040717","CLE","SEA","SEA03"
"SEA200407180","040718","CLE","SEA","SEA03"
"SEA200407190","040719","BOS","SEA","SEA03"
"SEA200407200","040720","BOS","SEA","SEA03"
"SEA200407210","040721","OAK","SEA","SEA03"
"SEA200407220","040722","OAK","SEA","SEA03"
"SEA200407230","040723","ANA","SEA","SEA03"
"SEA200407240","040724","ANA","SEA","SEA03"
"SEA200407250","040725","ANA","SEA","SEA03"
"SEA200408100","040810","MIN","SEA","SEA03"
"SEA200408110","040811","MIN","SEA","SEA03"
"SEA200408120","040812","MIN","SEA","SEA03"
"SEA200408130","040813","NYA","SEA","SEA03"
"SEA200408140","040814","NYA","SEA","SEA03"
"SEA200408150","040815","NYA","SEA","SEA03"
"SEA200408230","040823","TBA","SEA","SEA03"
"SEA200408240","040824","TBA","SEA","SEA03"
"SEA200408250","040825","TBA","SEA","SEA03"
"SEA200408260","040826","KCA","SEA","SEA03"
"SEA200408270","040827","KCA","SEA","SEA03"
"SEA200408281","040828","KCA","SEA","SEA03"
"SEA200408282","040828","KCA","SEA","SEA03"
"SEA200408290","040829","KCA","SEA","SEA03"
"SEA200409060","040906","CLE","SEA","SEA03"
"SEA200409080","040908","CLE","SEA","SEA03"
"SEA200409090","040909","BOS","SEA","SEA03"
"SEA200409100","040910","BOS","SEA","SEA03"
"SEA200409110","040911","BOS","SEA","SEA03"
"SEA200409120","040912","BOS","SEA","SEA03"
"SEA200409130","040913","ANA","SEA","SEA03"
"SEA200409140","040914","ANA","SEA","SEA03"
"SEA200409150","040915","ANA","SEA","SEA03"
"SEA200409160","040916","ANA","SEA","SEA03"
"SEA200409170","040917","OAK","SEA","SEA03"
"SEA200409180","040918","OAK","SEA","SEA03"
"SEA200409190","040919","OAK","SEA","SEA03"
"SEA200410010","041001","TEX","SEA","SEA03"
"SEA200410020","041002","TEX","SEA","SEA03"
"SEA200410030","041003","TEX","SEA","SEA03"
"SFN200404120","040412","MIL","SFN","SFO03"
"SFN200404130","040413","MIL","SFN","SFO03"
"SFN200404140","040414","MIL","SFN","SFO03"
"SFN200404160","040416","LAN","SFN","SFO03"
"SFN200404170","040417","LAN","SFN","SFO03"
"SFN200404180","040418","LAN","SFN","SFO03"
"SFN200404190","040419","SDN","SFN","SFO03"
"SFN200404200","040420","SDN","SFN","SFO03"
"SFN200404210","040421","SDN","SFN","SFO03"
"SFN200404220","040422","SDN","SFN","SFO03"
"SFN200404260","040426","ATL","SFN","SFO03"
"SFN200404270","040427","ATL","SFN","SFO03"
"SFN200404280","040428","ATL","SFN","SFO03"
"SFN200404290","040429","FLO","SFN","SFO03"
"SFN200404300","040430","FLO","SFN","SFO03"
"SFN200405010","040501","FLO","SFN","SFO03"
"SFN200405020","040502","FLO","SFN","SFO03"
"SFN200405110","040511","PHI","SFN","SFO03"
"SFN200405120","040512","PHI","SFN","SFO03"
"SFN200405130","040513","PHI","SFN","SFO03"
"SFN200405140","040514","PIT","SFN","SFO03"
"SFN200405150","040515","PIT","SFN","SFO03"
"SFN200405160","040516","PIT","SFN","SFO03"
"SFN200405250","040525","ARI","SFN","SFO03"
"SFN200405260","040526","ARI","SFN","SFO03"
"SFN200405270","040527","ARI","SFN","SFO03"
"SFN200405280","040528","COL","SFN","SFO03"
"SFN200405290","040529","COL","SFN","SFO03"
"SFN200405300","040530","COL","SFN","SFO03"
"SFN200406150","040615","TOR","SFN","SFO03"
"SFN200406160","040616","TOR","SFN","SFO03"
"SFN200406170","040617","TOR","SFN","SFO03"
"SFN200406180","040618","BOS","SFN","SFO03"
"SFN200406190","040619","BOS","SFN","SFO03"
"SFN200406200","040620","BOS","SFN","SFO03"
"SFN200406210","040621","LAN","SFN","SFO03"
"SFN200406220","040622","LAN","SFN","SFO03"
"SFN200406230","040623","LAN","SFN","SFO03"
"SFN200406240","040624","LAN","SFN","SFO03"
"SFN200407020","040702","OAK","SFN","SFO03"
"SFN200407030","040703","OAK","SFN","SFO03"
"SFN200407040","040704","OAK","SFN","SFO03"
"SFN200407050","040705","COL","SFN","SFO03"
"SFN200407060","040706","COL","SFN","SFO03"
"SFN200407070","040707","COL","SFN","SFO03"
"SFN200407080","040708","ARI","SFN","SFO03"
"SFN200407090","040709","ARI","SFN","SFO03"
"SFN200407100","040710","ARI","SFN","SFO03"
"SFN200407110","040711","ARI","SFN","SFO03"
"SFN200407210","040721","SDN","SFN","SFO03"
"SFN200407220","040722","SDN","SFN","SFO03"
"SFN200407300","040730","SLN","SFN","SFO03"
"SFN200407310","040731","SLN","SFN","SFO03"
"SFN200408010","040801","SLN","SFN","SFO03"
"SFN200408030","040803","CIN","SFN","SFO03"
"SFN200408040","040804","CIN","SFN","SFO03"
"SFN200408050","040805","CIN","SFN","SFO03"
"SFN200408060","040806","CHN","SFN","SFO03"
"SFN200408070","040807","CHN","SFN","SFO03"
"SFN200408080","040808","CHN","SFN","SFO03"
"SFN200408160","040816","MON","SFN","SFO03"
"SFN200408170","040817","MON","SFN","SFO03"
"SFN200408181","040818","MON","SFN","SFO03"
"SFN200408182","040818","MON","SFN","SFO03"
"SFN200408200","040820","NYN","SFN","SFO03"
"SFN200408210","040821","NYN","SFN","SFO03"
"SFN200408220","040822","NYN","SFN","SFO03"
"SFN200408310","040831","COL","SFN","SFO03"
"SFN200409010","040901","COL","SFN","SFO03"
"SFN200409020","040902","COL","SFN","SFO03"
"SFN200409030","040903","ARI","SFN","SFO03"
"SFN200409040","040904","ARI","SFN","SFO03"
"SFN200409050","040905","ARI","SFN","SFO03"
"SFN200409170","040917","SDN","SFN","SFO03"
"SFN200409180","040918","SDN","SFN","SFO03"
"SFN200409190","040919","SDN","SFN","SFO03"
"SFN200409210","040921","HOU","SFN","SFO03"
"SFN200409220","040922","HOU","SFN","SFO03"
"SFN200409230","040923","HOU","SFN","SFO03"
"SFN200409240","040924","LAN","SFN","SFO03"
"SFN200409250","040925","LAN","SFN","SFO03"
"SFN200409260","040926","LAN","SFN","SFO03"
"SLN200404050","040405","MIL","SLN","STL09"
"SLN200404060","040406","MIL","SLN","STL09"
"SLN200404070","040407","MIL","SLN","STL09"
"SLN200404080","040408","MIL","SLN","STL09"
